position_group,rows,poisson_logloss,mae,rmse,rps,dispersion_index
D,93,1.3763688463620605,0.8408901950932398,1.1259689379684465,0.5699999607781464,1.1508626253614753
F,101,1.4358684898356504,0.895104012647363,1.2021806367877206,0.6136372401162377,1.2641419449930384
M,106,1.3347082100693424,0.854347220869649,1.136636393867082,0.5631963334765682,1.1205763386739829
