bin_lower,bin_upper,count,mean_predicted,empirical_frequency
0.2,0.30000000000000004,11,0.2801485354384154,0.18181818181818182
0.30000000000000004,0.4,25,0.35642532477875355,0.32
0.4,0.5,38,0.4372112017006462,0.5263157894736842
0.5,0.6000000000000001,35,0.5624608861488841,0.6857142857142857
0.6000000000000001,0.7000000000000001,58,0.6475579792539743,0.6206896551724138
0.7000000000000001,0.8,73,0.7480192108405598,0.7534246575342466
0.8,0.9,53,0.8494119455566549,0.8301886792452831
0.9,1.0,7,0.9214661154934795,1.0
